Name,alpha,delta,e_eps,model,pick_neighbor,test/acc,dataset,Unnamed: 0
e63f2ed2-d2fd-11ed-9aa9-3cecef7ebece,0.25,1.0,0.1,gat,rr,80.51698670605613,cora,301.0
5cc113cd-d2fc-11ed-9aa9-3cecef7ebece,0.25,0.25,8.0,sage,rr,81.32939438700147,cora,305.0
6e138712-d2fb-11ed-9aa9-3cecef7ebece,0.75,0.1,0.1,sage,rr,81.03397341211226,cora,307.0
350fb361-d2fa-11ed-9aa9-3cecef7ebece,0.5,0.25,1.0,sage,rr,81.7725258493353,cora,310.0
eedcd0c5-d2f9-11ed-9aa9-3cecef7ebece,0.75,0.1,inf,gcn,rr,81.71344165435745,cora,311.0
f2b62c35-d2f8-11ed-9aa9-3cecef7ebece,0.75,1.0,1.0,sage,rr,81.92023633677991,cora,313.0
2a5750ef-d2f8-11ed-9aa9-3cecef7ebece,0.0,0.0,0.1,gcn,rr,74.97784342688331,cora,315.0
c27b69ac-d2f6-11ed-9aa9-3cecef7ebece,0.75,0.1,1.0,gcn,rr,80.91580502215658,cora,318.0
47952440-d2f6-11ed-9aa9-3cecef7ebece,0.0,0.25,2.0,sage,rr,81.2850812407681,cora,319.0
0718178c-d2f5-11ed-9aa9-3cecef7ebece,0.5,0.5,inf,gat,rr,79.01033973412113,cora,322.0
8a0e35ac-d2f4-11ed-9aa9-3cecef7ebece,1.0,0.5,8.0,gat,rr,80.6056129985229,cora,323.0
38b040f6-d2f3-11ed-9aa9-3cecef7ebece,0.75,0.0,2.0,sage,rr,79.68980797636632,cora,326.0
fc737ef5-d2f0-11ed-9aa9-3cecef7ebece,0.25,0.5,8.0,gcn,rr,81.72821270310192,cora,331.0
8076845d-d2f0-11ed-9aa9-3cecef7ebece,0.75,0.25,2.0,gcn,rr,81.49187592319055,cora,332.0
8b5cb1d2-d2ef-11ed-9aa9-3cecef7ebece,0.75,1.0,2.0,sage,rr,81.92023633677991,cora,334.0
1194436f-d2ef-11ed-9aa9-3cecef7ebece,1.0,0.25,8.0,sage,rr,81.75775480059085,cora,335.0
1fec7824-d2ed-11ed-9aa9-3cecef7ebece,0.5,0.1,8.0,gat,rr,79.82274741506647,cora,339.0
4222183d-d2ec-11ed-9aa9-3cecef7ebece,0.75,0.0,0.1,gat,rr,72.95420974889217,cora,341.0
7f60ba19-d2ea-11ed-9aa9-3cecef7ebece,1.0,0.1,1.0,gcn,rr,81.29985228951256,cora,345.0
8b099fc2-d2e8-11ed-9aa9-3cecef7ebece,0.25,0.1,0.1,gcn,rr,78.65583456425406,cora,349.0
0d1db036-d2e8-11ed-9aa9-3cecef7ebece,0.25,0.25,0.1,gcn,rr,80.39881831610045,cora,350.0
9249f1d3-d2e7-11ed-9aa9-3cecef7ebece,0.75,0.5,8.0,sage,rr,81.75775480059085,cora,351.0
24b4078d-d2e6-11ed-9aa9-3cecef7ebece,1.0,0.1,2.0,gat,rr,80.32496307237814,cora,354.0
b98a984e-d2e4-11ed-9aa9-3cecef7ebece,1.0,0.0,0.1,gcn,rr,79.80797636632201,cora,357.0
3e538a5c-d2e4-11ed-9aa9-3cecef7ebece,0.75,1.0,2.0,gcn,rr,81.698670605613,cora,358.0
f9f1f2e9-d2e3-11ed-9aa9-3cecef7ebece,0.0,0.5,inf,sage,rr,81.77252584933531,cora,359.0
f356e6b5-d2e2-11ed-9aa9-3cecef7ebece,0.25,0.1,1.0,gcn,rr,80.2658788774003,cora,361.0
ae353c00-d2e2-11ed-9aa9-3cecef7ebece,0.5,0.25,inf,sage,rr,81.77252584933531,cora,362.0
a3d12657-d2e1-11ed-9aa9-3cecef7ebece,0.5,1.0,1.0,sage,rr,81.92023633677991,cora,364.0
3c9c5f58-d2e0-11ed-9aa9-3cecef7ebece,0.25,0.0,inf,sage,rr,81.77252584933531,cora,367.0
2d24e212-d2de-11ed-9aa9-3cecef7ebece,0.75,0.25,0.1,sage,rr,81.49187592319055,cora,371.0
0b6a887a-d2db-11ed-9aa9-3cecef7ebece,0.25,0.25,8.0,gcn,rr,81.72821270310192,cora,378.0
0d6363d4-d2d9-11ed-9aa9-3cecef7ebece,0.75,0.5,0.1,gat,rr,79.60118168389955,cora,382.0
c5b5bb7d-d2d8-11ed-9aa9-3cecef7ebece,0.25,1.0,inf,gat,rr,79.7341211225997,cora,383.0
7ff69fe8-d2d8-11ed-9aa9-3cecef7ebece,0.75,1.0,inf,gcn,rr,81.71344165435745,cora,384.0
8ed53865-d2d7-11ed-9aa9-3cecef7ebece,0.5,1.0,0.1,gcn,rr,81.698670605613,cora,386.0
05bf52f8-d2d7-11ed-9aa9-3cecef7ebece,0.5,0.0,2.0,gcn,rr,78.93648449039881,cora,387.0
7f5174a1-d2d6-11ed-9aa9-3cecef7ebece,0.25,0.5,2.0,gat,rr,80.91580502215658,cora,388.0
f831774f-d2d5-11ed-9aa9-3cecef7ebece,0.25,0.5,0.1,gat,rr,79.15805022156573,cora,389.0
7f9d1cbf-d2d5-11ed-9aa9-3cecef7ebece,0.5,1.0,8.0,gcn,rr,81.698670605613,cora,390.0
ee3b3ca4-d2d4-11ed-9aa9-3cecef7ebece,1.0,0.0,1.0,gat,rr,79.15805022156573,cora,391.0
7b4efa4e-d2d3-11ed-9aa9-3cecef7ebece,1.0,0.1,8.0,sage,rr,81.75775480059085,cora,394.0
fdafbf0e-d2d2-11ed-9aa9-3cecef7ebece,1.0,0.25,2.0,gcn,rr,81.49187592319055,cora,395.0
0b4ef912-d2d2-11ed-9aa9-3cecef7ebece,0.0,1.0,8.0,gcn,rr,81.698670605613,cora,397.0
8f1fce97-d2d1-11ed-9aa9-3cecef7ebece,0.0,0.25,1.0,gcn,rr,80.66469719350074,cora,398.0
c1730d32-d2d0-11ed-9aa9-3cecef7ebece,0.25,1.0,8.0,sage,rr,81.92023633677991,cora,400.0
437c7d54-d2d0-11ed-9aa9-3cecef7ebece,1.0,1.0,2.0,sage,rr,81.92023633677991,cora,401.0
f9bb33ac-d2cd-11ed-9aa9-3cecef7ebece,0.5,0.5,2.0,sage,rr,82.12703101920236,cora,406.0
c43a77c8-d2cc-11ed-9aa9-3cecef7ebece,0.0,0.25,inf,gat,rr,79.37961595273264,cora,409.0
477641b1-d2cc-11ed-9aa9-3cecef7ebece,1.0,0.1,2.0,sage,rr,81.9645494830133,cora,410.0
891bda88-d2cb-11ed-9aa9-3cecef7ebece,0.0,1.0,2.0,sage,rr,81.92023633677991,cora,412.0
0f595207-d2cb-11ed-9aa9-3cecef7ebece,0.5,0.5,1.0,sage,rr,81.99409158050221,cora,413.0
8054864f-d2ca-11ed-9aa9-3cecef7ebece,0.0,0.0,1.0,gat,rr,77.14918759231905,cora,414.0
00de26d9-d2ca-11ed-9aa9-3cecef7ebece,0.75,1.0,8.0,gcn,rr,81.698670605613,cora,415.0
86919d85-d2c9-11ed-9aa9-3cecef7ebece,0.75,1.0,8.0,sage,rr,81.92023633677991,cora,416.0
0a32e0d8-d2c9-11ed-9aa9-3cecef7ebece,0.75,0.5,1.0,gcn,rr,81.29985228951256,cora,417.0
f266b12b-d2c6-11ed-9aa9-3cecef7ebece,0.0,0.25,0.1,gat,rr,78.1536189069424,cora,421.0
7390b702-d2c6-11ed-9aa9-3cecef7ebece,0.25,1.0,1.0,gat,rr,80.28064992614476,cora,422.0
642545f5-d2c4-11ed-9aa9-3cecef7ebece,0.25,0.1,0.1,gat,rr,76.63220088626292,cora,427.0
a5e329d0-d2c3-11ed-9aa9-3cecef7ebece,0.25,0.25,2.0,sage,rr,81.1373707533235,cora,429.0
ef8174e7-d2c1-11ed-9aa9-3cecef7ebece,1.0,1.0,inf,sage,rr,81.77252584933531,cora,434.0
ee906f02-d2c0-11ed-9aa9-3cecef7ebece,0.25,1.0,2.0,gcn,rr,81.698670605613,cora,436.0
6a1252a9-d2c0-11ed-9aa9-3cecef7ebece,0.75,0.0,8.0,sage,rr,81.47710487444608,cora,437.0
23b92cb5-d2c0-11ed-9aa9-3cecef7ebece,0.25,0.25,inf,gat,rr,79.86706056129985,cora,438.0
a8528134-d2bf-11ed-9aa9-3cecef7ebece,1.0,1.0,2.0,gcn,rr,81.698670605613,cora,439.0
2d763b37-d2bf-11ed-9aa9-3cecef7ebece,1.0,0.5,2.0,sage,rr,81.9645494830133,cora,440.0
b3e4014c-d2be-11ed-9aa9-3cecef7ebece,0.75,0.25,1.0,sage,rr,81.9645494830133,cora,441.0
6aa1da57-d2bd-11ed-9aa9-3cecef7ebece,0.0,0.25,inf,gcn,rr,81.71344165435745,cora,444.0
f0416f3f-d2bc-11ed-9aa9-3cecef7ebece,1.0,0.25,0.1,sage,rr,81.49187592319055,cora,445.0
758d8974-d2bc-11ed-9aa9-3cecef7ebece,0.25,0.5,2.0,gcn,rr,81.90546528803546,cora,446.0
fa87deec-d2bb-11ed-9aa9-3cecef7ebece,0.75,0.5,2.0,sage,rr,81.9645494830133,cora,447.0
f9ddd2eb-d2ba-11ed-9aa9-3cecef7ebece,0.25,0.25,8.0,gat,rr,81.12259970457903,cora,449.0
88f17781-d2b9-11ed-9aa9-3cecef7ebece,1.0,0.1,0.1,sage,rr,81.49187592319055,cora,452.0
7c928912-d2b8-11ed-9aa9-3cecef7ebece,0.75,0.0,0.1,sage,rr,74.66765140324964,cora,454.0
4179fd3a-d2b7-11ed-9aa9-3cecef7ebece,0.5,1.0,8.0,gat,rr,80.7533234859675,cora,457.0
3e8f2070-d2b6-11ed-9aa9-3cecef7ebece,0.5,0.25,0.1,gat,rr,80.50221565731167,cora,459.0
8342d2fc-d2b5-11ed-9aa9-3cecef7ebece,0.75,0.0,inf,gat,rr,79.79320531757755,cora,461.0
3d157b75-d2b5-11ed-9aa9-3cecef7ebece,0.5,0.25,inf,gat,rr,79.40915805022156,cora,462.0
f9a7a7e5-d2b4-11ed-9aa9-3cecef7ebece,0.75,0.5,inf,sage,rr,81.77252584933531,cora,463.0
c4d12269-d2b3-11ed-9aa9-3cecef7ebece,0.0,0.25,8.0,sage,rr,81.52141802067948,cora,466.0
397ab359-d2b3-11ed-9aa9-3cecef7ebece,0.5,1.0,inf,sage,rr,81.77252584933531,cora,468.0
7e611ae5-d2b2-11ed-9aa9-3cecef7ebece,0.25,0.5,inf,sage,rr,81.77252584933531,cora,470.0
a8cb9117-d2b1-11ed-9aa9-3cecef7ebece,1.0,0.0,2.0,sage,rr,81.03397341211226,cora,472.0
2ce168c2-d2b1-11ed-9aa9-3cecef7ebece,1.0,1.0,0.1,gcn,rr,81.698670605613,cora,473.0
ea98caf2-d2af-11ed-9aa9-3cecef7ebece,0.25,0.1,inf,gcn,rr,81.71344165435745,cora,476.0
70f12851-d2af-11ed-9aa9-3cecef7ebece,0.75,0.5,0.1,sage,rr,81.49187592319055,cora,477.0
f7677686-d2ae-11ed-9aa9-3cecef7ebece,0.75,0.5,1.0,sage,rr,81.9645494830133,cora,478.0
3f120c2e-d2ad-11ed-9aa9-3cecef7ebece,1.0,0.25,1.0,sage,rr,81.9645494830133,cora,482.0
c21229cd-d2ac-11ed-9aa9-3cecef7ebece,0.75,1.0,1.0,gat,rr,80.31019202363368,cora,483.0
47c4ca31-d2ac-11ed-9aa9-3cecef7ebece,0.75,0.5,0.1,gcn,rr,81.34416543574594,cora,484.0
c311e0b6-d2aa-11ed-9aa9-3cecef7ebece,0.0,0.5,8.0,gat,rr,80.17725258493353,cora,487.0
c5833467-d2a9-11ed-9aa9-3cecef7ebece,0.25,1.0,0.1,gcn,rr,81.698670605613,cora,489.0
432571d8-d2a9-11ed-9aa9-3cecef7ebece,0.5,0.0,0.1,gcn,rr,75.19940915805022,cora,490.0
84643acd-d2a8-11ed-9aa9-3cecef7ebece,0.75,0.1,2.0,sage,rr,81.8463810930576,cora,492.0
9342292e-d2a7-11ed-9aa9-3cecef7ebece,0.75,0.25,0.1,gcn,rr,81.34416543574594,cora,494.0
aa29f9c9-d2a5-11ed-9aa9-3cecef7ebece,1.0,0.1,8.0,gat,rr,80.90103397341211,cora,498.0
29e8db2d-d2a5-11ed-9aa9-3cecef7ebece,1.0,1.0,1.0,gat,rr,80.60561299852289,cora,499.0
274825a5-d2a4-11ed-9aa9-3cecef7ebece,0.75,1.0,0.1,gat,rr,80.9453471196455,cora,501.0
aa90e3d1-d2a3-11ed-9aa9-3cecef7ebece,1.0,0.0,2.0,gcn,rr,81.31462333825702,cora,502.0
26a9ad9a-d2a3-11ed-9aa9-3cecef7ebece,1.0,0.1,1.0,gat,rr,80.2658788774003,cora,503.0
acc597d1-d2a2-11ed-9aa9-3cecef7ebece,0.0,0.5,8.0,sage,rr,81.75775480059085,cora,504.0
6808182a-d2a2-11ed-9aa9-3cecef7ebece,0.5,0.1,inf,gcn,rr,81.71344165435745,cora,505.0
eee7bb15-d2a1-11ed-9aa9-3cecef7ebece,1.0,0.5,0.1,sage,rr,81.49187592319055,cora,506.0
870b7f04-d2a0-11ed-9aa9-3cecef7ebece,0.25,0.0,2.0,sage,rr,80.0,cora,509.0
0b9bb1d1-d2a0-11ed-9aa9-3cecef7ebece,0.5,0.5,0.1,sage,rr,81.58050221565732,cora,510.0
8fd362c8-d29d-11ed-9aa9-3cecef7ebece,0.5,0.1,8.0,gcn,rr,81.94977843426884,cora,516.0
5a1d4783-d29c-11ed-9aa9-3cecef7ebece,0.0,0.25,1.0,sage,rr,80.05908419497784,cora,519.0
135be117-d29c-11ed-9aa9-3cecef7ebece,1.0,0.5,inf,gat,rr,80.02954209748891,cora,520.0
988aecbb-d29b-11ed-9aa9-3cecef7ebece,0.75,0.5,8.0,gat,rr,80.0738552437223,cora,521.0
1011fc18-d29b-11ed-9aa9-3cecef7ebece,0.25,0.25,0.1,gat,rr,78.86262924667652,cora,522.0
c4ed4935-d299-11ed-9aa9-3cecef7ebece,0.25,0.0,2.0,gcn,rr,78.96602658788774,cora,525.0
81d1c713-d299-11ed-9aa9-3cecef7ebece,0.0,0.0,inf,sage,rr,81.77252584933531,cora,526.0
0e2ebb19-d298-11ed-9aa9-3cecef7ebece,0.25,0.0,0.1,gcn,rr,76.42540620384047,cora,529.0
949000d3-d297-11ed-9aa9-3cecef7ebece,0.25,0.1,8.0,sage,rr,81.74298375184638,cora,530.0
a5f9e894-d296-11ed-9aa9-3cecef7ebece,0.75,1.0,0.1,sage,rr,81.92023633677991,cora,532.0
1f5e99df-d296-11ed-9aa9-3cecef7ebece,1.0,0.25,0.1,gat,rr,80.84194977843427,cora,533.0
d9945c3e-d295-11ed-9aa9-3cecef7ebece,1.0,0.1,inf,gat,rr,79.94091580502216,cora,534.0
5db041c3-d295-11ed-9aa9-3cecef7ebece,0.25,0.25,1.0,gcn,rr,81.12259970457903,cora,535.0
143594f4-d294-11ed-9aa9-3cecef7ebece,0.0,0.5,0.1,gat,rr,80.78286558345643,cora,538.0
8e678d8e-d293-11ed-9aa9-3cecef7ebece,1.0,0.5,0.1,gat,rr,80.04431314623338,cora,539.0
12e56a38-d293-11ed-9aa9-3cecef7ebece,0.75,0.1,8.0,gcn,rr,81.50664697193501,cora,540.0
4afcbd4a-d292-11ed-9aa9-3cecef7ebece,0.75,0.1,inf,gat,rr,78.7149187592319,cora,542.0
ce23a85c-d291-11ed-9aa9-3cecef7ebece,1.0,0.5,2.0,gcn,rr,81.49187592319055,cora,543.0
54f07a8e-d291-11ed-9aa9-3cecef7ebece,0.5,0.25,2.0,sage,rr,81.72821270310192,cora,544.0
cc9cddc9-d290-11ed-9aa9-3cecef7ebece,1.0,0.5,1.0,gat,rr,80.35450516986705,cora,545.0
d79729b5-d28f-11ed-9aa9-3cecef7ebece,0.5,1.0,1.0,gcn,rr,81.698670605613,cora,547.0
e1a1e6c1-d28e-11ed-9aa9-3cecef7ebece,0.5,1.0,0.1,gat,rr,80.01477104874446,cora,549.0
d7e6fc39-d28d-11ed-9aa9-3cecef7ebece,0.5,0.0,1.0,gcn,rr,76.92762186115215,cora,551.0
dc4d0254-d28c-11ed-9aa9-3cecef7ebece,1.0,0.25,1.0,gcn,rr,81.29985228951256,cora,553.0
1c59603f-d28c-11ed-9aa9-3cecef7ebece,1.0,0.25,8.0,gat,rr,80.7533234859675,cora,555.0
99b5ab32-d28b-11ed-9aa9-3cecef7ebece,0.0,0.25,8.0,gat,rr,80.54652880354506,cora,556.0
1d9bbc0c-d28b-11ed-9aa9-3cecef7ebece,0.5,0.1,1.0,gcn,rr,80.4874446085672,cora,557.0
dcb67404-d289-11ed-9aa9-3cecef7ebece,1.0,0.1,inf,sage,rr,81.77252584933531,cora,560.0
efaa8abe-d288-11ed-9aa9-3cecef7ebece,0.0,1.0,1.0,sage,rr,81.92023633677991,cora,562.0
e8468aec-d287-11ed-9aa9-3cecef7ebece,0.75,0.0,1.0,gcn,rr,77.11964549483012,cora,564.0
f9313424-d286-11ed-9aa9-3cecef7ebece,0.5,0.5,8.0,sage,rr,82.02363367799114,cora,566.0
7e8b0f10-d286-11ed-9aa9-3cecef7ebece,0.5,0.5,2.0,gcn,rr,81.75775480059085,cora,567.0
8dc0ab47-d285-11ed-9aa9-3cecef7ebece,0.5,0.5,1.0,gcn,rr,81.32939438700149,cora,569.0
100c35a9-d285-11ed-9aa9-3cecef7ebece,0.5,0.1,2.0,gcn,rr,81.2850812407681,cora,570.0
826f274b-d284-11ed-9aa9-3cecef7ebece,0.5,0.0,8.0,gat,rr,80.88626292466765,cora,571.0
fff48d55-d283-11ed-9aa9-3cecef7ebece,0.0,0.0,2.0,gcn,rr,80.02954209748893,cora,572.0
fd843fef-d281-11ed-9aa9-3cecef7ebece,0.5,0.0,0.1,gat,rr,73.42688330871492,cora,576.0
80ae542d-d281-11ed-9aa9-3cecef7ebece,1.0,1.0,0.1,gat,rr,80.08862629246677,cora,577.0
083a8052-d281-11ed-9aa9-3cecef7ebece,1.0,0.5,1.0,sage,rr,81.9645494830133,cora,578.0
0a709600-d280-11ed-9aa9-3cecef7ebece,0.25,0.25,1.0,gat,rr,79.46824224519942,cora,580.0
91749e47-d27f-11ed-9aa9-3cecef7ebece,0.25,1.0,1.0,sage,rr,81.92023633677991,cora,581.0
8b1fdc9d-d27e-11ed-9aa9-3cecef7ebece,0.75,1.0,inf,sage,rr,81.77252584933531,cora,584.0
926f0a9b-d27d-11ed-9aa9-3cecef7ebece,0.25,1.0,8.0,gat,rr,79.80797636632201,cora,586.0
0eb832c9-d27d-11ed-9aa9-3cecef7ebece,0.5,0.5,1.0,gat,rr,80.57607090103397,cora,587.0
903ec311-d27c-11ed-9aa9-3cecef7ebece,0.0,0.1,1.0,sage,rr,78.50812407680945,cora,588.0
99487050-d27b-11ed-9aa9-3cecef7ebece,0.75,0.0,0.1,gcn,rr,75.71639586410635,cora,590.0
1ec63d60-d27b-11ed-9aa9-3cecef7ebece,0.0,0.5,2.0,gcn,rr,82.09748892171345,cora,591.0
d8beac68-d27a-11ed-9aa9-3cecef7ebece,1.0,0.25,inf,gat,rr,78.74446085672082,cora,592.0
5e142f6b-d27a-11ed-9aa9-3cecef7ebece,0.0,0.5,1.0,gcn,rr,81.97932053175775,cora,593.0
9468cfa4-d278-11ed-9aa9-3cecef7ebece,0.0,0.1,1.0,gat,rr,77.04579025110783,cora,597.0
a0427cb9-d277-11ed-9aa9-3cecef7ebece,0.75,1.0,2.0,gat,rr,79.7784342688331,cora,599.0
5ad089f5-d276-11ed-9aa9-3cecef7ebece,0.75,0.25,inf,sage,rr,81.77252584933531,cora,603.0
d9afd33d-d275-11ed-9aa9-3cecef7ebece,0.5,0.5,2.0,gat,rr,80.87149187592318,cora,604.0
5f188e93-d275-11ed-9aa9-3cecef7ebece,0.75,0.5,2.0,gcn,rr,81.49187592319055,cora,605.0
5cdb0aa2-d274-11ed-9aa9-3cecef7ebece,0.25,0.0,2.0,gat,rr,78.19793205317578,cora,607.0
90bf4c42-d273-11ed-9aa9-3cecef7ebece,0.0,0.0,inf,gcn,rr,81.71344165435745,cora,609.0
9400ae08-d272-11ed-9aa9-3cecef7ebece,0.0,0.5,1.0,sage,rr,81.78729689807976,cora,611.0
1bf50871-d272-11ed-9aa9-3cecef7ebece,1.0,1.0,1.0,sage,rr,81.92023633677991,cora,612.0
275685ba-d270-11ed-9aa9-3cecef7ebece,0.75,0.5,8.0,gcn,rr,81.4327917282127,cora,616.0
1e307db6-d26f-11ed-9aa9-3cecef7ebece,0.5,0.0,1.0,gat,rr,75.18463810930575,cora,618.0
ae8cc809-d26d-11ed-9aa9-3cecef7ebece,0.25,1.0,2.0,gat,rr,80.10339734121122,cora,621.0
aee82652-d26c-11ed-9aa9-3cecef7ebece,1.0,0.0,8.0,gcn,rr,81.15214180206794,cora,623.0
dd4b550b-d26b-11ed-9aa9-3cecef7ebece,0.0,0.5,2.0,gat,rr,80.39881831610045,cora,625.0
71d6bc6e-d26a-11ed-9aa9-3cecef7ebece,0.5,0.1,0.1,sage,rr,78.65583456425406,cora,628.0
ec7ee8ab-d269-11ed-9aa9-3cecef7ebece,0.25,0.0,1.0,gcn,rr,77.44460856720826,cora,629.0
5b63375c-d269-11ed-9aa9-3cecef7ebece,0.75,0.0,2.0,gat,rr,77.68094534711965,cora,630.0
16f3d65b-d269-11ed-9aa9-3cecef7ebece,0.25,0.0,inf,gcn,rr,81.71344165435745,cora,631.0
d01a02ac-d268-11ed-9aa9-3cecef7ebece,0.0,0.5,inf,gat,rr,78.78877400295421,cora,632.0
32a52a8d-d266-11ed-9aa9-3cecef7ebece,0.0,0.1,2.0,gcn,rr,80.78286558345643,cora,638.0
ebae4cc1-d265-11ed-9aa9-3cecef7ebece,0.75,0.0,inf,gcn,rr,81.50336451665846,cora,639.0
a3ac474b-d265-11ed-9aa9-3cecef7ebece,0.0,0.1,inf,gat,rr,79.42392909896603,cora,640.0
a1dc10e9-d264-11ed-9aa9-3cecef7ebece,0.0,0.1,2.0,gat,rr,78.9069423929099,cora,642.0
212683ed-d264-11ed-9aa9-3cecef7ebece,0.25,0.0,8.0,sage,rr,81.49187592319055,cora,643.0
a558cebd-d263-11ed-9aa9-3cecef7ebece,0.0,1.0,1.0,gcn,rr,81.698670605613,cora,644.0
e94f5d77-d262-11ed-9aa9-3cecef7ebece,0.5,0.25,inf,gcn,rr,81.71344165435745,cora,646.0
84260d24-d260-11ed-9aa9-3cecef7ebece,0.75,0.25,1.0,gcn,rr,81.29985228951256,cora,651.0
0700a6b5-d260-11ed-9aa9-3cecef7ebece,0.0,0.25,2.0,gcn,rr,81.07828655834564,cora,652.0
8ee19be3-d25f-11ed-9aa9-3cecef7ebece,1.0,1.0,8.0,gcn,rr,81.698670605613,cora,653.0
070aef52-d25f-11ed-9aa9-3cecef7ebece,0.75,0.1,0.1,gat,rr,80.02954209748893,cora,654.0
8b6042c3-d25e-11ed-9aa9-3cecef7ebece,0.25,0.1,2.0,sage,rr,80.42836041358937,cora,655.0
45c98d18-d25e-11ed-9aa9-3cecef7ebece,0.5,1.0,inf,gat,rr,78.93648449039883,cora,656.0
8ea44d3c-d25d-11ed-9aa9-3cecef7ebece,0.25,0.25,inf,sage,rr,81.77252584933531,cora,658.0
49e32d42-d25d-11ed-9aa9-3cecef7ebece,0.75,0.25,inf,gcn,rr,81.71344165435745,cora,659.0
d0d07bfb-d25c-11ed-9aa9-3cecef7ebece,1.0,0.5,8.0,sage,rr,81.75775480059085,cora,660.0
510bd2fe-d25c-11ed-9aa9-3cecef7ebece,0.75,0.0,1.0,sage,rr,78.07976366322009,cora,661.0
cabefc41-d25a-11ed-9aa9-3cecef7ebece,0.5,0.0,8.0,sage,rr,81.75775480059085,cora,664.0
408309cf-d259-11ed-9aa9-3cecef7ebece,0.5,0.25,1.0,gat,rr,79.95568685376662,cora,667.0
80f4306e-d258-11ed-9aa9-3cecef7ebece,1.0,0.5,inf,gcn,rr,81.71344165435745,cora,669.0
fab6fdbb-d257-11ed-9aa9-3cecef7ebece,0.25,0.25,2.0,gat,rr,80.81240768094534,cora,670.0
b6439ef0-d257-11ed-9aa9-3cecef7ebece,0.5,0.5,inf,gcn,rr,81.71344165435745,cora,671.0
729fabb2-d257-11ed-9aa9-3cecef7ebece,0.0,1.0,inf,sage,rr,81.77252584933531,cora,672.0
ed973a7d-d255-11ed-9aa9-3cecef7ebece,0.0,0.0,1.0,gcn,rr,77.50369276218612,cora,675.0
e9d7e112-d254-11ed-9aa9-3cecef7ebece,1.0,1.0,8.0,sage,rr,81.92023633677991,cora,678.0
70a331de-d254-11ed-9aa9-3cecef7ebece,0.5,0.1,1.0,sage,rr,79.06942392909897,cora,679.0
ed9bf17b-d253-11ed-9aa9-3cecef7ebece,0.25,0.5,1.0,gat,rr,81.00443131462333,cora,680.0
65bd1a6d-d253-11ed-9aa9-3cecef7ebece,1.0,0.0,inf,sage,rr,81.77252584933531,cora,682.0
6aa68944-d252-11ed-9aa9-3cecef7ebece,0.75,0.25,2.0,sage,rr,81.9645494830133,cora,684.0
dd6769b1-d251-11ed-9aa9-3cecef7ebece,0.0,0.1,8.0,gat,rr,79.80797636632201,cora,685.0
e03d1a40-d250-11ed-9aa9-3cecef7ebece,0.0,0.1,0.1,gcn,rr,77.68094534711965,cora,687.0
d545d41f-d24f-11ed-9aa9-3cecef7ebece,0.25,0.0,0.1,gat,rr,72.9837518463811,cora,689.0
59e04fbc-d24f-11ed-9aa9-3cecef7ebece,1.0,0.25,8.0,gcn,rr,81.4327917282127,cora,690.0
c04d0d80-d24d-11ed-9aa9-3cecef7ebece,0.5,0.25,8.0,gat,rr,79.57163958641064,cora,694.0
7af8d46d-d24d-11ed-9aa9-3cecef7ebece,1.0,0.0,inf,gat,rr,78.9807976366322,cora,695.0
02588687-d24d-11ed-9aa9-3cecef7ebece,0.5,0.1,2.0,sage,rr,80.32496307237814,cora,696.0
409e574e-d24c-11ed-9aa9-3cecef7ebece,0.0,0.5,inf,gcn,rr,81.71344165435745,cora,698.0
c3c163ec-d24a-11ed-9aa9-3cecef7ebece,0.75,0.0,1.0,gat,rr,75.9675036927622,cora,701.0
c866b348-d249-11ed-9aa9-3cecef7ebece,0.5,1.0,2.0,gat,rr,79.86706056129985,cora,703.0
3497ea66-d249-11ed-9aa9-3cecef7ebece,0.0,0.0,2.0,gat,rr,78.28655834564255,cora,704.0
f0e57b78-d248-11ed-9aa9-3cecef7ebece,0.5,0.0,inf,sage,rr,81.77252584933531,cora,705.0
75c8110a-d248-11ed-9aa9-3cecef7ebece,1.0,0.5,0.1,gcn,rr,81.34416543574594,cora,706.0
2b7c5780-d247-11ed-9aa9-3cecef7ebece,0.25,0.5,8.0,gat,rr,80.13293943870015,cora,709.0
5c0f9542-d245-11ed-9aa9-3cecef7ebece,0.0,1.0,inf,gat,rr,79.7341211225997,cora,713.0
df3f4fd8-d244-11ed-9aa9-3cecef7ebece,0.75,1.0,0.1,gcn,rr,81.698670605613,cora,714.0
ee313d91-d243-11ed-9aa9-3cecef7ebece,0.25,0.5,0.1,sage,rr,81.55096011816839,cora,716.0
6539233a-d243-11ed-9aa9-3cecef7ebece,0.5,0.1,0.1,gat,rr,75.30280649926145,cora,717.0
70c821fb-d242-11ed-9aa9-3cecef7ebece,0.5,0.5,0.1,gcn,rr,81.40324963072378,cora,719.0
7eecc8e5-d241-11ed-9aa9-3cecef7ebece,0.5,0.1,8.0,sage,rr,80.91580502215658,cora,721.0
ffbe427b-d240-11ed-9aa9-3cecef7ebece,0.5,1.0,1.0,gat,rr,80.2658788774003,cora,722.0
7e20c031-d240-11ed-9aa9-3cecef7ebece,0.25,0.0,1.0,sage,rr,77.6218611521418,cora,723.0
f1299008-d23f-11ed-9aa9-3cecef7ebece,0.5,0.1,inf,sage,rr,81.77252584933531,cora,725.0
38c7f7c4-d23f-11ed-9aa9-3cecef7ebece,0.25,0.5,inf,gcn,rr,81.71344165435745,cora,727.0
